class_name,class_description,method,method_description
com.dropbox.core.v2.team.RevokeDeviceSessionBatchResult,"Returns a String representation of this object formatted for easier
 readability.",toString(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionBatchResult,"Returns a String representation of this object formatted for easier
 readability.",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeDeviceSessionError,Device session not found.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.RevokeDeviceSessionError,Device session not found.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.RevokeDeviceSessionErrorException,"Exception thrown when the server responds with a RevokeDeviceSessionError error.

  This exception is raised by DbxTeamTeamRequests.devicesRevokeDeviceSession(com.dropbox.core.v2.team.RevokeDeviceSessionArg). ",N/A,N/A
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,getErrorType(),The error cause in case of a failure
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,getSuccess(),Result of the revoking request
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,hashCode(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,toString(),N/A
com.dropbox.core.v2.team.RevokeDeviceSessionStatus,None,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,getAppId(),The application's unique id
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,getKeepAppFolder(),"Whether to keep the application dedicated folder (in case the application
 uses  one)"
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,getTeamMemberId(),The unique id of the member owning the device
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,hashCode(),N/A
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,toString(),N/A
com.dropbox.core.v2.team.RevokeLinkedApiAppArg,None,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeLinkedAppBatchError,Error returned by DbxTeamTeamRequests.linkedAppsRevokeLinkedAppBatch(java.util.List).,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.RevokeLinkedAppBatchError,Error returned by DbxTeamTeamRequests.linkedAppsRevokeLinkedAppBatch(java.util.List).,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.RevokeLinkedAppBatchErrorException,"Exception thrown when the server responds with a RevokeLinkedAppBatchError error.

  This exception is raised by DbxTeamTeamRequests.linkedAppsRevokeLinkedAppBatch(java.util.List). ",N/A,N/A
com.dropbox.core.v2.team.RevokeLinkedAppBatchResult,"Returns a String representation of this object formatted for easier
 readability.",equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeLinkedAppBatchResult,"Returns a String representation of this object formatted for easier
 readability.",getRevokeLinkedAppStatus(),N/A
com.dropbox.core.v2.team.RevokeLinkedAppBatchResult,"Returns a String representation of this object formatted for easier
 readability.",hashCode(),N/A
com.dropbox.core.v2.team.RevokeLinkedAppBatchResult,"Returns a String representation of this object formatted for easier
 readability.",toString(),N/A
com.dropbox.core.v2.team.RevokeLinkedAppBatchResult,"Returns a String representation of this object formatted for easier
 readability.",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.team.RevokeLinkedAppError,"Error returned by DbxTeamTeamRequests.linkedAppsRevokeLinkedApp(String,String,boolean).",valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.team.RevokeLinkedAppError,"Error returned by DbxTeamTeamRequests.linkedAppsRevokeLinkedApp(String,String,boolean).",values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.team.RevokeLinkedAppErrorException,"Exception thrown when the server responds with a RevokeLinkedAppError
 error.

  This exception is raised by DbxTeamTeamRequests.linkedAppsRevokeLinkedApp(String,String,boolean). ",N/A,N/A
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,equals(Object obj),N/A
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,getErrorType(),The error cause in case of a failure
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,getSuccess(),Result of the revoking request
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,hashCode(),N/A
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,toString(),N/A
com.dropbox.core.v2.team.RevokeLinkedAppStatus,None,toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability."
com.dropbox.core.v2.sharing.RevokeSharedLinkError,Catch-all used for unknown tag values returned by the Dropbox servers.,valueOf(String name),Returns the enum constant of this type with the specified name.
com.dropbox.core.v2.sharing.RevokeSharedLinkError,Catch-all used for unknown tag values returned by the Dropbox servers.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared."
com.dropbox.core.v2.sharing.RevokeSharedLinkErrorException,"Exception thrown when the server responds with a RevokeSharedLinkError error.

  This exception is raised by DbxUserSharingRequests.revokeSharedLink(String). ",N/A,N/A
com.dropbox.core.v2.files.SaveCopyReferenceError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",equals(Object obj),N/A
com.dropbox.core.v2.files.SaveCopyReferenceError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getPathValue(),This instance must be tagged as SaveCopyReferenceError.Tag.PATH.
com.dropbox.core.v2.files.SaveCopyReferenceError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",hashCode(),N/A
com.dropbox.core.v2.files.SaveCopyReferenceError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",isInvalidCopyReference(),"Returns true if this instance has the tag SaveCopyReferenceError.Tag.INVALID_COPY_REFERENCE, false otherwise."
